;Unnamed: 0;_id;aut;author_gender;created_at;full_text;id_str;in_reply_to_status_id;in_reply_to_tweet;in_reply_to_user_id;is_sexist;msg;person_1;person_2;receiver_gender;retweet_count;sentiment_1;sentiment_2;sexist_1;sexist_2;user_id
349;12603;5a9c74630842190dbf50e26e;1;1;Wed Jan 24 16:48:58 +0000 2018;@soniafetesoro traslada preocupación por tasa de pobreza infantil,  falta de compromisos presupuestarios, situación del PENIA, adopciones, MENA, y la ley de violencia #InfanciaEnElCongreso2018;956207207393177601;None;;264761667.0;;reply;3.0;4.0;0;2;0;0;0;0;151032061
350;14733;5a9c74640842190dbf51842f;1;1;Thu Feb 08 12:21:42 +0000 2018;@juralde Esta claro que los primeros interesados en la extincion del lobo son los gobernantes;961575765765697537;961328248511696908;;69060709.0;;reply;4.0;1.0;1;0;0;0;0;0;2204803477
351;26651;5a9934320842191684e720af;1;-1;Fri Jan 12 18:50:30 +0000 2018;@martamartirio @Diario_16 Siempre unidos! Gracias #EquiparacionYA #JuntosMejoryMasSeguros @jusapol;951889137199665153;951792882041675776;;65325998;;reply;3.0;1.0;0;1;0;0;0;0;919511842044727297
353;4597;5a9934320842191684e757a0;1;-1;Tue Jan 16 13:24:15 +0000 2018;@montsevilellac pots marxar ben orgullosa, has fet molt bona feina i has estat sempre treballant i lluitant pel millor per al País i de la seva gent. Gran companya!! 😊🙋 https://t.co/cVjkYRScx9;953256586029555713;;;;;mention;3.0;1.0;0;4;0;0;0;0;859372697163378689
354;7545;5a9c74640842190dbf51681b;1;1;Thu Feb 08 09:29:08 +0000 2018;@RafaCatalaPolo Eso es MENTIRA. Habéis puesto un impuesto brutalmente prohibitivo a los ciudadanos que optan por energía renovable más concretamente por la energía solar así que mentis como perros;961532337568796672;961299401514868737;;4230619467.0;;reply;1.0;4.0;1;0;0;0;0;0;242807151
355;45702;5a9934350842191684e91423;1;-1;Tue Feb 20 21:01:19 +0000 2018;@Mikele_V Están trabajando? Estos sinvergüenzas no fichan ? Deberían hacerlo no? Como yo!! Yo les pago su sueldo señores trabajen hombre trabajen y déjense de comilonas en rest. Caros  y siestas en el congreso (ahora qué también para lo que hacen y dicen mejor que se queden en el bar);966055184752312322;;;;;mention;4.0;3.0;0;0;0;0;0;0;920359304707936258
356;16235;5a9c74630842190dbf50f09e;1;-1;Mon Jan 22 15:05:50 +0000 2018;@JuanMa_Moreno Yo esto no lo veo serio con el chubasquero y los roscones detrás eh;955456479179558913;955453568462532608;;278955879.0;;reply;3.0;2.0;0;0;0;0;0;0;1647172776
357;11246;5a9c74640842190dbf517690;1;-1;Thu Feb 08 14:14:12 +0000 2018;@miriamnoguerasM Vols dir que als qui va dirigit el missatge,ho entendran?;961604079297421313;961590000319193088;;343507680.0;;reply;3.0;4.0;0;0;0;0;0;0;2363464823
358;28246;5a9934340842191684e84d70;1;1;Wed Feb 07 17:31:21 +0000 2018;@idlserna Otra tomadura de pelo más, igual que aquello de agua para todos.;961291306197807104;961184678278463489;;188803599.0;;reply;1.0;2.0;0;0;0;0;0;0;1130885869
361;59889;5a9934360842191684e92ad8;1;-1;Sat Feb 24 14:07:42 +0000 2018;@lluis_llach Successors i més successors de... això és inacabable!;967400647699189760;967040506789289984;;2794107508.0;;reply;2.0;3.0;0;0;0;0;0;0;919498279305531392
362;8933;5a9934310842191684e6db79;1;-1;Tue Jan 09 18:56:30 +0000 2018;@SerranoAlfonso  https://t.co/7gJZ4SVbBL;950803484386975749;950801414179213312;;239072447;;reply;3.0;4.0;0;0;0;0;0;0;276621825
363;20135;5a9934320842191684e7073b;1;-1;Sat Jan 13 09:44:37 +0000 2018;@IMendezdeVigo  https://t.co/DLkJ5iGv9G;952114148183302144;948516625535381505;;2541124928;;reply;2.0;3.0;0;0;0;0;0;0;844063881605603328
364;71392;5a9c74640842190dbf52c34f;1;1;Sat Feb 24 15:11:07 +0000 2018;"@Irene_Montero_ No sólo lo bloquea, sino lo machaca. Ha dimitido el consul finlandés por las presiones d'españa. En una reunión ""habitual"" se recriminaba al cònsul haber invitado al alcalde de San Cugat porque es un municio ""indepe"". Arruinar la marca Catalunya es también arruinar españa.";967416608808427520;967367315355553793;;372812630.0;;reply;1.0;2.0;-1;0;0;0;0;0;2657698669
366;10176;5a9c74640842190dbf517262;1;1;Mon Feb 05 09:53:09 +0000 2018;@JA_DelgadoRamos Gracias por acordarte de nosotros @jusapol #EquiparacionYa #JuntosMejoryMasSeguros #1500UnaVida #esdejusticia @CSciudadanos;960451216823201792;959821728062038016;;409549183.0;;reply;1.0;4.0;1;1;0;0;0;0;937411893609852928
367;23496;5a9c74630842190dbf507fe4;1;1;Thu Jan 11 13:42:39 +0000 2018;@bernabepaco Mucho ánimo a toda la familia DEP;951449279272570880;951131633092001792;;326086296;;reply;3.0;1.0;0;0;0;0;0;0;233964971
368;1874;5a9934310842191684e6bfe6;1;-1;Wed Jan 17 17:01:32 +0000 2018;@joseprull Bravi non avete capito niente;953673653698416641;;;;;mention;4.0;1.0;0;0;0;0;0;0;177911120
369;24337;5a9c74640842190dbf5234d1;1;1;Thu Feb 08 07:35:42 +0000 2018;@jsalvadorduch @MarcLamua Com couen les veritats.;961503793132265473;961304800804687879;;326105216.0;;reply;2.0;1.0;1;0;0;0;0;0;740263626976722944
371;8806;5a9934350842191684e88c9e;1;1;Fri Feb 09 09:06:43 +0000 2018;@esperanzaona Hablar con claridad es siempre un valor añadido a las personas. No confundir, debiera ser lema. Prometo no confundir!!!;961889084611420160;961868377319866368;;187121968.0;;reply;1.0;2.0;-1;0;0;0;0;0;208899984
372;19436;5a9934320842191684e70480;1;1;Tue Jan 09 17:36:08 +0000 2018;@CsFernavarro Bueno... la pretensión es clara... nazionalizar los trabajadores de la administración balear, tal como hicieron los nazionalistas catalanes... van por el mismo camino, 30 años después... pero el mismo camino y con el mismo objetivo.?;950783257750142976;950699972881735680;;3947076561;;reply;2.0;1.0;0;1;0;0;0;0;300479097
373;9179;5a9c74640842190dbf51f99b;1;1;Tue Feb 13 15:15:13 +0000 2018;@javier_asturias 👏👏👏👏👏 https://t.co/DqgzOAB7uv;963431371376091137;None;;194533267.0;;reply;2.0;3.0;1;0;0;0;0;0;160705050
376;5936;5a9934330842191684e7f64a;1;1;Tue Feb 06 20:58:00 +0000 2018;@orodil Próximamente leerán os seus whatsapps.;960980920500129792;;;;;mention;2.0;1.0;0;0;0;0;0;0;2497861801
377;43208;5a9934350842191684e912f8;1;1;Sat Feb 24 19:28:14 +0000 2018;@pablocasado_ Un gran comico Pablo ! https://t.co/d0e0EjRujU;967481312394215424;;;;;mention;3.0;1.0;0;0;0;0;0;0;2394127725
378;25001;5a9934350842191684e8cbe1;1;1;Thu Feb 15 19:43:40 +0000 2018;@DolorsMM En los anhelos de la historia, se hablará de la clase política actual, como los más ineptos, traidores, vagos, corruptos, en 1000 años en adelante. Y los primeros y únicos en destrozar todo un continente, creando una pobreza a las Nación, sin parangón.;964223706305388544;964096095579262977;;283559538.0;;reply;1.0;4.0;0;0;0;0;0;0;587441469
379;21164;5a9c74630842190dbf4f8d68;1;1;Sat Dec 23 16:31:26 +0000 2017;@ignacioaguado @CiudadanosCs Naranja tirando azulón.;944606382573150208;944579010343956480;;143538142.0;;reply;3.0;2.0;1;0;0;0;0;0;766977539222929408
380;4466;5a9c74640842190dbf5268c6;1;1;Thu Feb 22 12:39:19 +0000 2018;@mjsanchezrubio ¡Qué tontos los empresarios, que pagan un 24% de más a los hombres por el mismo trabajo que le haría una mujer! #IgualdadSalarial;966653631150854144;;;;;mention;2.0;1.0;0;0;0;0;0;0;733423177217413120
381;16971;5a9c74640842190dbf52180b;1;-1;Wed Feb 14 07:20:49 +0000 2018;@bsemper .;963674373466058752;963662783492624384;;1151557338.0;;reply;1.0;2.0;0;0;0;0;0;0;159910230
383;15771;5a9c74630842190dbf50eece;1;-1;Mon Jan 15 20:04:36 +0000 2018;@LAHCarron @eldiarioes quizás se refería a personas perrunas hembras?? Debería echar un vistazo a la clasificación biológica, por favor!;952994950286856194;952993720563093511;;277676417.0;;reply;1.0;2.0;0;1;0;0;0;0;1104631466
385;51663;5a9c74650842190dbf530d07;1;-1;Sun Mar 04 15:38:10 +0000 2018;@RevillaMiguelA Y no hay dinero para pensiones;970322515196350464;;;;;mention;3.0;4.0;0;0;0;0;0;0;900608184179724288
386;64111;5a9c74640842190dbf52a6de;1;1;Sat Feb 24 09:43:23 +0000 2018;@InigoMZaton @jonathanmartinz Sesión Solemne de Sant Raimon de Penyafort;967334132115296256;967131878275854340;;19408563.0;;reply;3.0;1.0;0;0;0;0;0;0;868719103
387;25117;5a9934320842191684e71ab1;1;1;Tue Jan 16 12:35:35 +0000 2018;@mdcospedal No lo entiendo. Las instrucciones son muy seguras. Que ha pasado?;953244340842913794;952973172088999937;;220958101;;reply;3.0;4.0;0;0;0;0;0;0;159492828
388;13398;5a9c74630842190dbf4fe5df;1;1;Thu Jan 04 09:37:37 +0000 2018;@nicadichiara La quería violar... Estadísticamente tenía que ser mujer. Toma otras estadísticas para que ves que es mucho más peligroso ser hombre (y mucho menos demagogo) https://t.co/QF6lAmgz8e;948850899585298432;948544259526979584;;253610246.0;;reply;3.0;1.0;0;0;0;0;0;0;4894382159
389;29784;5a9934350842191684e90ba3;1;-1;Mon Feb 19 12:11:51 +0000 2018;. @MariaHerreroBis ha pedido al Gobierno de #Aragón que solucione el actual “desorden” que favorece a quienes cuentan con más recursos y que es muy “perjudicial” para muchas familias que cuentan con “menores entradas económicas en sus casas”. #educacióninfantil;965559555605368833;;;;;mention;1.0;4.0;0;1;0;0;0;0;583693806
390;12086;5a9c74630842190dbf50e069;1;1;Wed Jan 24 08:56:11 +0000 2018;@J_Sanchez_Serna Pedro caca;956088229341679617;955897312479449095;;300969753.0;;reply;3.0;4.0;0;0;0;0;0;0;895258248579878912
391;8078;5a9c74640842190dbf51f54e;1;1;Tue Feb 13 22:44:06 +0000 2018;@VictoriaCsPla @_anapastor_ me llamaron a filas!!/...la mili....Enero del 87...19 añitos,....infanteria de marina,Cein,Cartagena,...destino La carraca,Cadiz..y tu?;963544337287143425;963543256884793344;;2892346221.0;;reply;2.0;1.0;-1;1;0;0;0;0;51470924
392;14371;5a9934340842191684e8173d;1;1;Fri Feb 02 00:49:07 +0000 2018;@iurquizu @Albert_Rivera Bueno Cs parece que además de haber inventado la nueva política ahora también han inventado las nuevas matemáticas;959227146601410560;958786675798396928;;148748195.0;;reply;2.0;4.0;1;4;0;0;0;0;829743358063017986
393;39379;5a9934350842191684e91154;0;-1;Fri Feb 23 13:16:33 +0000 2018;Por fin hemos registrado la #LeyTransEstatal presentada por Unidas Podemos.Mi agradecimiento a todas las personas y colectivos implicados en este trabajo y mi reconocimiento especial a mi compañera @margpuig https://t.co/PNzxUHpMM6;967025386243678208;;;;;mention;1.0;3.0;0;47;0;0;0;0;3200182159
394;23021;5a9c74630842190dbf507e09;1;1;Tue Jan 16 13:51:21 +0000 2018;@ionebelarra Otra vez Franco verdad? Basta ya de franquismo y de inquisición y todo eso ya!!!!;953263407855267840;952834399724335104;;344739325;;reply;1.0;3.0;0;0;0;0;0;0;442703446
395;12779;5a9c74640842190dbf5207ab;1;-1;Thu Feb 15 05:53:12 +0000 2018;@lluis_llach La policia nacional ferida es desagna urgant per tot arreu portant a judicatura informes i informes contra catalans pel procès legitim del poble català. Malversacio obsesiva racista. @ESpolicias;964014712764723200;963906677836787713;;2794107508.0;;reply;4.0;2.0;0;1;0;0;0;0;922746443785523201
396;71667;5a9934360842191684e958da;1;1;Tue Feb 20 14:36:43 +0000 2018;@ionebelarra @Irene_Montero_ Huy pp me voy tendre pesadillas  no puedo;965958396427100161;965940536858304512;;344739325.0;;reply;3.0;4.0;-1;0;0;0;0;0;959142792890109954
397;1317;5a9934340842191684e86f5d;1;-1;Sat Feb 10 11:31:48 +0000 2018;Bravísimo @EduardoFRub   👏👏👏👏👏👏✊👏✊https://t.co/RO2bxrKZVv;962287985319440384;;;;;mention;2.0;4.0;0;25;0;0;0;0;715258480375029760
398;14244;5a9934340842191684e816be;1;1;Thu Feb 08 17:53:48 +0000 2018;@Pablo_Iglesias_ @MonederoJC Y que me dices de la “portavoza “ https://t.co/Ol9J8uc6Vi;961659340653547523;961548169036423169;;158342368.0;;reply;4.0;2.0;1;0;0;0;0;0;3295490578
400;16479;5a9c74630842190dbf4fcf37;1;1;Sun Dec 31 10:26:38 +0000 2017;@sergiosayas @DiariodeNavarra Nafarroa defendatzen... https://t.co/5hXZQMU9br;947413681855455233;947410817481433089;;144600462.0;;reply;1.0;4.0;1;1;0;0;0;0;395444437
402;74107;5a9934360842191684e96262;1;1;Thu Feb 22 06:38:31 +0000 2018;@XavierDomenechs no aprendéis, la supuesta izquierda arrastrándose ante la mafia del 3% seguid así hasta la desaparición;966562829213020166;966399151272587264;;191102437.0;;reply;3.0;1.0;1;0;0;0;0;0;397147637
403;16813;5a9934320842191684e6fa41;1;-1;Tue Jan 16 18:37:56 +0000 2018;Explicando en el #ForoExceltur, los beneficios del Impuesto Turístico para los ciudadanos de Baleares y los millones de turistas que cada año nos visitan. https://t.co/KLROh38ben;953335527046074368;953326478061637637;;466593375;;reply;2.0;4.0;0;16;0;0;0;0;466593375
404;13898;5a9c74640842190dbf5180ec;1;1;Thu Feb 08 13:53:13 +0000 2018;@zoidoJI @marianorajoy Y mientras usted se va al Casino hay miles de Policías en las calles velando por su seguridad día y noche jugándose la vida por un sueldo vergonzoso que hace que miles de familias no puedan llegar a fin de mes #EquiparacionYa #EquiparacionYaSinExcusas #9FGranada @jusapol;961598795330007040;961593512629293056;;169843986.0;;reply;4.0;2.0;1;4;0;0;0;0;856918450123526144
405;17192;5a9934320842191684e6fbbc;1;1;Mon Jan 08 09:25:26 +0000 2018;@Mtelladof @idealgallego La estabilidad del de Vigo es encomiable. Años seguidos teniendo el presupuesto listo a tiempo. No hay nada como una buena mayoría absoluta gracias a la ineptitud de una oposición sin rumbo ni sentido puesta a dedo por los ineptos de Santiago.;950297382402523136;950007460001087488;;294046649;;reply;3.0;2.0;0;0;0;0;0;0;3084521475
406;7149;5a9934330842191684e7fb07;1;-1;Mon Feb 05 15:45:36 +0000 2018;"PSIR Valle de Buelna#PlenoCan ""La construcción de una circunvalación que evite el tráfico pesado en el interior del casco urbano de Los Corrales de Buelna sigue siendo necesaria. En esto estamos todos de acuerdo.""@JRCarrancio";960539913627340800;;;;;mention;3.0;4.0;0;4;0;0;0;0;958409659089596416
407;20522;5a9934320842191684e708be;1;1;Wed Jan 17 18:24:47 +0000 2018;@GirautaOficial Si señor. Es nuestro dinero;953694606176251907;953694259676401664;;2223841798;;reply;2.0;4.0;0;0;0;0;0;0;2565594885
409;27969;5a9c74650842190dbf52ffdc;1;1;Thu Mar 01 07:09:44 +0000 2018;@oriolamat Jo era consumidor de vins de Ribera de Duero. Des de fa mesos, sempre que es possible, compro o demano, per aquest ordre, Priorat, Montsant, costers, Penedès. Si no en tenen, doncs aleshores si, Ribera.;969107402795732994;;;;;mention;3.0;2.0;0;0;0;0;0;0;2839394903
410;17015;5a9c74640842190dbf521837;1;-1;Thu Feb 08 09:05:58 +0000 2018;@bsemper Cuando lo dice hace una mueca por lo que parece que la Sra. Montera es consciente de la barbaridad.;961526508903944192;961521546291490816;;1151557338.0;;reply;3.0;4.0;0;0;0;0;0;0;846483659498643460
411;21758;5a9934340842191684e83418;1;1;Thu Feb 08 19:48:51 +0000 2018;@InesArrimadas Cínica...lo utilizas adiario en tus discursos populistas para menospreciar y humillar al independentismo...menos lecciones de reglas de juego, partidismo y separación de poderes que el circo te va de maravilla;961688293657251840;961283491487997952;;552561770.0;;reply;2.0;1.0;0;0;0;0;0;0;396731643
412;8765;5a9934340842191684e80157;1;-1;Thu Feb 08 15:31:12 +0000 2018;@GirautaOficial ¡Escalofriante relato de hace SOLAMENTE 15 AÑOS! Lo más triste de todo es que haya políticos, cuyo nombre no quiero recordar, cuyos héroes sean los asesinos de estas víctimas!!!!;961623457158062080;961591059963883520;;2223841798.0;;reply;2.0;1.0;1;0;0;0;0;0;619933992
413;17189;5a9934340842191684e8223f;1;1;Tue Feb 06 19:22:09 +0000 2018;@cherines_pp @PP_Asturias Hay que ser coherentes Mercedes, no podemos decir que defendemos el uso y prohibirlo hasta en la comisión de estudio del asturiano y apoyar manifestaciones de 7 personas en una ciudad de 300.000.;960956799477342208;960865485490458626;;520491267.0;;reply;1.0;2.0;-1;0;0;0;0;0;960952104226557955
414;6077;5a9934330842191684e7f6d7;1;1;Sat Feb 03 12:10:03 +0000 2018;Anoche se entregaron los premios de la XVIII Noche de las Telecomunicaciones, en la que se distinguió el rol contributivo de las telecomunicaciones en la lucha contra la despoblación. @Pilar_Alegria https://t.co/hUbNuHbvwN;959760896787734528;;;;;mention;1.0;4.0;0;0;0;0;0;0;2238989226
415;15449;5a9934310842191684e6825a;1;1;Mon Jan 01 10:27:07 +0000 2018;"@Clara_Serra_ @franeloops Hay mil luchas ""genéricas"" que emprender. La sociedad (y el lenguaje), sin duda, son machistas; pero aquí, precisamente, opera la analogía aunque el participio activo latino heredado sea indubitable y quien lo emplea mal lo hace en ambos casos sin mucha conciencia idiomática. 🙋";947776190391169024;946779443451789314;;1015610418.0;;reply;1.0;2.0;-1;0;0;0;0;0;156834256
416;18592;5a9934320842191684e70134;1;1;Tue Jan 09 15:06:52 +0000 2018;@JavierJesparza Más vale que Ud no tiene ningún tipo de obsesión con todo lo que suene o huela a vasco...;950745697254559745;950724549238280193;;457414881;;reply;2.0;1.0;0;0;0;0;0;0;733055385389654017
417;18915;5a9c74630842190dbf4f849f;1;-1;Sat Dec 23 00:55:33 +0000 2017;@TeresaRodr_ Estúpidos sin una mujer no hubieran nacido!!!;944370860630138881;943878976501616640;;784574954.0;;reply;4.0;3.0;-1;0;0;0;0;0;3299923764
420;22630;5a9c74640842190dbf51a308;1;1;Wed Jan 31 17:59:09 +0000 2018;@raulmorenom El secesionismo es un puñetero chiste. https://t.co/XlN9UBEd4u;958761585459245057;958633271973294082;;296121999.0;;reply;1.0;2.0;0;0;0;0;0;0;3031153951
421;70870;5a9c74640842190dbf52c145;1;1;Wed Feb 21 21:57:31 +0000 2018;@TeresaJorda @Esquerra_ERC Endavant, ni un pas enrere.;966431717706862595;966296223778000898;;395485571.0;;reply;3.0;2.0;-1;0;0;0;0;0;2585362203
423;4660;5a9c74630842190dbf50c367;1;1;Wed Jan 24 16:01:45 +0000 2018;@carrizosacarlos Te imagino preparando uno de los shows a que nos tienes acostumbrados el día de la investidura. No nos falles. Esa voz de rata histérica que posees nos subyuga a muchos.;956195326259613698;;;;;mention;1.0;3.0;0;0;0;0;0;0;2931034247
424;20744;5a9c74640842190dbf5271e0;1;1;Thu Feb 22 22:01:10 +0000 2018;@JRNadal Gràcies per contestar. Com t'he dit, hi ha un silenci sepulcral al respecte. Si tens curiositat, comprova'l.;966795022954790912;;;;;mention;4.0;2.0;0;0;0;0;0;0;266107305
425;3559;5a9c74630842190dbf50bf1a;1;1;Fri Jan 19 10:59:28 +0000 2018;Y por bocachanclas también @EmilioDelgadoOr https://t.co/rT0V2VfERZ;954307314193977344;;;;;mention;3.0;1.0;0;0;0;0;0;0;186150567
426;23200;5a9934340842191684e839ba;1;1;Wed Jan 31 16:10:32 +0000 2018;@NUET @RogerPala Perque aquestes no eren les eleccions constituents. Eren per restituir el govern destituit ilegalment per Madrid. Molts votants d'ERC vam donar el vot a Puigdemont per respecte a les institucions catalanes. Fent país i no partit. A veure si n'apreneu.;958734250974547968;958668172730818561;;17199998.0;;reply;3.0;2.0;0;0;0;0;0;0;540699513
428;26971;5a9c74630842190dbf511a8e;1;-1;Wed Jan 17 21:45:57 +0000 2018;@luistudanca sin vuestra abstención Rajoy no sería presidente y si hubierais apoyado la moción de censura ya no estaría, no nos vendas la moto k ya no cuela;953745232306364417;953676511005102080;;323182230;;reply;1.0;4.0;0;0;0;0;0;0;3244005040
429;14192;5a9c74630842190dbf505b8c;1;1;Wed Jan 17 13:48:23 +0000 2018;@LluisRabell Joan Manuel eres el mejor,tienes todo mi apoyo,eres un catalán de raza,y las ideas muy claras,eres poeta y cantante,;953625049067655168;953258835321421825;;1493355812;;reply;4.0;3.0;0;0;0;0;0;0;943153304514846720
430;11339;5a9c74630842190dbf50dd7e;1;1;Wed Jan 24 14:07:25 +0000 2018;@ionebelarra Bravo por ese discurso. El gobierno debe rendir cuentas por el trato completamente inhumano que da a los más vulnerables. Los derechos humanos están para algo y deben cumplirse urgentemente. Y si no son capaces de hacerlo, que dimitan.;956166552587571200;955769546677411840;;344739325.0;;reply;1.0;2.0;0;0;0;0;0;0;420515865
